Timestamp,PID,Nombre,Ruta,Usuario,Tiempo de creación,Proceso padre,Numero lecturas,Bytes leidos,Numero escrituras,Bytes escritos,Numero otras operaciones,Bytes otras operaciones
2025-03-24 11:33:48,4,System,,NT AUTHORITY\SYSTEM,2025-03-24 09:21:19,0 (System Idle Process),317,66738492,3216,486108676,103192,3880102
2025-03-24 11:33:48,172,Registry,Registry,NT AUTHORITY\SYSTEM,2025-03-24 09:21:13,N/A,4,16384,4059,157270016,318,3859
2025-03-24 11:33:48,632,smss.exe,C:\Windows\System32\smss.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:19,4 (System),22,16804,15,66032,556,13540
2025-03-24 11:33:48,680,csrss.exe,C:\Windows\System32\csrss.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:31,N/A,205095,5462360,0,0,17646,369170
2025-03-24 11:33:48,696,wininit.exe,C:\Windows\System32\wininit.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:31,N/A,3,17924,0,0,354,2858
2025-03-24 11:33:48,836,csrss.exe,C:\Windows\System32\csrss.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:29,N/A,537,424141,0,0,11051,270925
2025-03-24 11:33:48,960,services.exe,C:\Windows\System32\services.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:31,696 (wininit.exe),3,8308,1,160,7558,161880
2025-03-24 11:33:48,984,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:31,696 (wininit.exe),1633,175456,907,242882,119214,9707539
2025-03-24 11:33:48,1084,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:31,960 (services.exe),59,180294,1,65536,62478,3852588
2025-03-24 11:33:48,1136,winlogon.exe,C:\Windows\System32\winlogon.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:31,N/A,4,18064,0,0,310,236966
2025-03-24 11:33:48,1156,fontdrvhost.exe,C:\Windows\System32\fontdrvhost.exe,Font Driver Host\UMFD-0,2025-03-24 09:21:31,696 (wininit.exe),0,0,0,0,30,744
2025-03-24 11:33:48,1220,fontdrvhost.exe,C:\Windows\System32\fontdrvhost.exe,Font Driver Host\UMFD-1,2025-03-24 09:21:31,1136 (winlogon.exe),0,0,0,0,129,3218
2025-03-24 11:33:48,1280,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\Servicio de red,2025-03-24 09:21:31,960 (services.exe),31,126976,0,0,7209,520940
2025-03-24 11:33:48,1332,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:31,960 (services.exe),0,0,0,0,103,396
2025-03-24 11:33:48,1400,dwm.exe,C:\Windows\System32\dwm.exe,Window Manager\DWM-1,2025-03-24 09:21:32,1136 (winlogon.exe),27,109658,0,0,2863,139208
2025-03-24 11:33:48,1612,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,28,110
2025-03-24 11:33:48,1620,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,240,15447
2025-03-24 11:33:48,1628,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,25,238
2025-03-24 11:33:48,1636,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,251,13460
2025-03-24 11:33:48,1644,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,543,46952
2025-03-24 11:33:48,1700,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 10:51:17,960 (services.exe),3,42720,0,0,152,16686
2025-03-24 11:33:48,1736,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,229,8600
2025-03-24 11:33:48,1744,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,67,302
2025-03-24 11:33:48,1852,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),31440,127122176,1102,36040872,5733,106286
2025-03-24 11:33:48,1904,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),28,9396,548,17191370,8960,2461078
2025-03-24 11:33:48,1932,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,103,4646
2025-03-24 11:33:48,1944,IntelCpHDCPSvc.exe,C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_6b10ae7f2f9034c5\IntelCpHDCPSvc.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),1,20,1,16,23,244
2025-03-24 11:33:48,1972,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),15,70,0,0,113,4262
2025-03-24 11:33:48,1988,python.exe,C:\Users\arman\AppData\Local\Programs\Python\Python312\python.exe,DESKTOP-AOEVUGH\arman,2025-03-24 11:33:48,13432 (powershell.exe),102,1241892,0,0,2238,209190
2025-03-24 11:33:48,1992,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),34,714,0,0,41,582
2025-03-24 11:33:48,2096,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),2,8192,0,0,51734,1649768
2025-03-24 11:33:48,2192,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),180,3620,0,0,118,2622
2025-03-24 11:33:48,2200,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,2569,98078
2025-03-24 11:33:48,2208,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DESKTOP-AOEVUGH\arman,2025-03-24 11:26:12,16688 (chrome.exe),59,63904,83,38528,162,15056
2025-03-24 11:33:48,2252,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,1306,109270
2025-03-24 11:33:48,2308,igfxCUIServiceN.exe,C:\Windows\System32\DriverStore\FileRepository\cui_dch.inf_amd64_8f68d4f94f46f7aa\igfxCUIServiceN.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),72,1448,0,0,177,2478
2025-03-24 11:33:48,2348,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,119,626
2025-03-24 11:33:48,2456,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,125,1628
2025-03-24 11:33:48,2468,WUDFHost.exe,C:\Windows\System32\WUDFHost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),1,1644,16,1646,372,4458
2025-03-24 11:33:48,2628,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\Servicio de red,2025-03-24 09:21:32,960 (services.exe),2,232,2,320,33048,2243103
2025-03-24 11:33:48,2636,ApplicationFrameHost.exe,C:\Windows\System32\ApplicationFrameHost.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:23:01,1084 (svchost.exe),130,67272,1,8,620,9366
2025-03-24 11:33:48,2644,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,216,412798
2025-03-24 11:33:48,2668,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,2596,123294
2025-03-24 11:33:48,2692,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:51:40,1084 (svchost.exe),0,0,0,0,140,3082
2025-03-24 11:33:48,2740,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,48,142
2025-03-24 11:33:48,2748,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:22:05,960 (services.exe),374,833956,0,0,818,62762
2025-03-24 11:33:48,2764,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),0,0,20,7200,5845,151158
2025-03-24 11:33:48,2784,NVDisplay.Container.exe,C:\Windows\System32\DriverStore\FileRepository\nvmi.inf_amd64_ca70e03e74b1e469\Display.NvContainer\NVDisplay.Container.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),46,3677209,209,32165,2504,37390
2025-03-24 11:33:48,2896,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,24545,1985270
2025-03-24 11:33:48,2956,msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\134.0.3124.83\msedgewebview2.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:22:39,13628 (msedgewebview2.exe),13,1636,6,72,76,1056
2025-03-24 11:33:48,2964,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,142,2054
2025-03-24 11:33:48,3024,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),3,313138,583,7193446,10481,153642
2025-03-24 11:33:48,3032,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,36,110
2025-03-24 11:33:48,3124,MemCompression,MemCompression,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,4 (System),0,0,0,0,0,0
2025-03-24 11:33:48,3164,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,186,2466
2025-03-24 11:33:48,3208,dasHost.exe,C:\Windows\System32\dasHost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,2964 (svchost.exe),0,0,0,0,42,110
2025-03-24 11:33:48,3308,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,17638,785562
2025-03-24 11:33:48,3316,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),9481,38602408,80,201480,842,886
2025-03-24 11:33:48,3384,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\Servicio de red,2025-03-24 09:21:32,960 (services.exe),9,4314,0,0,48924,3580404
2025-03-24 11:33:48,3476,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DESKTOP-AOEVUGH\arman,2025-03-24 11:25:58,16688 (chrome.exe),4769,1224992,7072,5361823,164,15056
2025-03-24 11:33:48,3488,WUDFHost.exe,C:\Windows\System32\WUDFHost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),1084,5759942,36,3408,136631,15509549
2025-03-24 11:33:48,3552,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,284,12206
2025-03-24 11:33:48,3596,NVDisplay.Container.exe,C:\Windows\System32\DriverStore\FileRepository\nvmi.inf_amd64_ca70e03e74b1e469\Display.NvContainer\NVDisplay.Container.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,2784 (NVDisplay.Container.exe),307,30105522,341,317897,5273,225805
2025-03-24 11:33:48,3656,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,960 (services.exe),5115,41659100,143,1957912,411,44420
2025-03-24 11:33:48,3780,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:32,960 (services.exe),0,0,0,0,988,40222
2025-03-24 11:33:48,3820,WmiPrvSE.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:32,1084 (svchost.exe),16,5491020,3,356,26946,410958
2025-03-24 11:33:48,4052,dasHost.exe,C:\Windows\System32\dasHost.exe,NT AUTHORITY\Servicio de red,2025-03-24 09:21:33,2964 (svchost.exe),0,0,0,0,24,110
2025-03-24 11:33:48,4136,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DESKTOP-AOEVUGH\arman,2025-03-24 11:26:11,16688 (chrome.exe),404,152408,235,72874,164,15056
2025-03-24 11:33:48,4180,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,2272,63810
2025-03-24 11:33:49,4284,wlanext.exe,C:\Windows\System32\wlanext.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,4588 (svchost.exe),35,2248,0,0,120,6274
2025-03-24 11:33:49,4296,conhost.exe,C:\Windows\System32\conhost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,4284 (wlanext.exe),0,0,0,0,51,1806
2025-03-24 11:33:49,4348,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,901,72186
2025-03-24 11:33:49,4352,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,1936,50942
2025-03-24 11:33:49,4380,vpnagent.exe,C:\Program Files (x86)\Cisco\Cisco AnyConnect Secure Mobility Client\vpnagent.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),41,572873,0,0,2433,99481
2025-03-24 11:33:49,4400,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),16,2599317,50,4998,1156,21985
2025-03-24 11:33:49,4452,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:22:35,16688 (chrome.exe),266902,224777768,591944,457919039,116339,1145116
2025-03-24 11:33:49,4480,Code.exe,C:\Users\arman\AppData\Local\Programs\Microsoft VS Code\Code.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:44:23,15596 (Code.exe),195944,140625736,169900,807780312,66296,1279555
2025-03-24 11:33:49,4564,WmiPrvSE.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,NT AUTHORITY\Servicio de red,2025-03-24 09:21:33,1084 (svchost.exe),6157,33265399,1485,142344,54762,894124
2025-03-24 11:33:49,4588,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),1224,282413,1,160,1725,278571
2025-03-24 11:33:49,4596,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,DESKTOP-AOEVUGH\arman,2025-03-24 10:37:27,1084 (svchost.exe),0,0,0,0,50,864
2025-03-24 11:33:49,4744,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),0,0,1,32768,34043,2672242
2025-03-24 11:33:49,4936,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,4093,381148
2025-03-24 11:33:49,4948,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:22:34,16688 (chrome.exe),252,9144,216,2592,1065,7686
2025-03-24 11:33:49,5112,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),1,0,0,0,2975,895340
2025-03-24 11:33:49,5140,spoolsv.exe,C:\Windows\System32\spoolsv.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),12,12847,2,320,1584,147509
2025-03-24 11:33:49,5188,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\Servicio de red,2025-03-24 09:21:33,960 (services.exe),434,26632,309,38444,4706,278670
2025-03-24 11:33:49,5252,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:36,960 (services.exe),264,5392,0,0,124,3262
2025-03-24 11:33:49,5264,ctfmon.exe,C:\Windows\System32\ctfmon.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:21:37,5252 (svchost.exe),1147,4564487,0,0,9452,36738
2025-03-24 11:33:49,5328,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:37,960 (services.exe),18,121505,0,0,50582,2015140
2025-03-24 11:33:49,5360,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),249,18062041,763,1542177,16220,1091192
2025-03-24 11:33:49,5368,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),674,209841124,22102,96993418,36673,3105920
2025-03-24 11:33:49,5376,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\Servicio de red,2025-03-24 09:21:33,960 (services.exe),1713,1347492,97,152050,7693,431612
2025-03-24 11:33:49,5384,DSAService.exe,C:\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),678,4532039,6139,12526701,503671,173459103
2025-03-24 11:33:49,5392,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,91,1112
2025-03-24 11:33:49,5400,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,80146,4046934
2025-03-24 11:33:49,5420,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),45,23040,0,0,153,2534
2025-03-24 11:33:49,5436,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),700,2871096,89,181440,519,14838
2025-03-24 11:33:49,5452,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),0,0,129,19937,132,9402
2025-03-24 11:33:49,5520,MSIService.exe,C:\Windows\SysWOW64\MSIService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,61,88
2025-03-24 11:33:49,5528,MSI_Central_Service.exe,C:\Program Files (x86)\MSI\One Dragon Center\MSI_Central_Service.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),0,0,4,164,958,12204
2025-03-24 11:33:49,5536,DSAUpdateService.exe,C:\Program Files (x86)\Intel\Driver and Support Assistant\DSAUpdateService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),111,265310,14,2555,2764,63096
2025-03-24 11:33:49,5544,Sendevsvc.exe,C:\Program Files (x86)\MSI\MSI NBFoundation Service\Sendevsvc.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),147,840096,42,50232,9427,330126
2025-03-24 11:33:49,5552,ArcControlService.exe,C:\Program Files\Intel\Intel Arc Control\ArcControlService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),285,2552401,292,40396,1546,9318
2025-03-24 11:33:49,5564,Mystic_Light_Service.exe,C:\Program Files (x86)\MSI\One Dragon Center\Mystic_Light\Mystic_Light_Service.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),15,56090,0,0,419,6566
2025-03-24 11:33:49,5576,MSIAPService.exe,C:\Program Files (x86)\MSI\MSI NBFoundation Service\MSIAPService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),64,62473,105,12501,1530,13250
2025-03-24 11:33:49,5592,OneApp.IGCC.WinService.exe,C:\Windows\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_8b07a004bf9bbf23\OneApp.IGCC.WinService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),145,303822,14,996,1824,31696
2025-03-24 11:33:49,5616,esif_uf.exe,C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_4ce8bafd96682424\esif_uf.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),27,1640,43,2504,127,1616
2025-03-24 11:33:49,5628,jhi_service.exe,C:\Windows\System32\DriverStore\FileRepository\dal.inf_amd64_af50fdb80983f7bc\jhi_service.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,47,522
2025-03-24 11:33:49,5652,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\Servicio de red,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,167,4362
2025-03-24 11:33:49,5660,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,DESKTOP-AOEVUGH\arman,2025-03-24 11:05:56,1084 (svchost.exe),1,13506,0,0,824,14066
2025-03-24 11:33:49,5672,MsMpEng.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25010.11-0\MsMpEng.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),41338,2622406247,8436,637905733,961056,142856082
2025-03-24 11:33:49,5680,HPPrintScanDoctorService.exe,C:\Program Files\HPPrintScanDoctor\HPPrintScanDoctorService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),73,6555918,1,306,2173,93572
2025-03-24 11:33:49,5688,IntelAudioService.exe,C:\Windows\System32\DriverStore\FileRepository\intcoed.inf_amd64_625d5a9ea859462f\AS\IAS\IntelAudioService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),159,414550,0,0,2392,45721
2025-03-24 11:33:49,5704,nvWmi64.exe,C:\Windows\System32\DriverStore\FileRepository\nvmi.inf_amd64_ca70e03e74b1e469\NVWMI\nvWmi64.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),91,819225,75,596138,167,2540
2025-03-24 11:33:49,5712,MpDefenderCoreService.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25010.11-0\MpDefenderCoreService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),567,7512075,21,27337,31622,500288
2025-03-24 11:33:49,5780,WMIRegistrationService.exe,C:\Windows\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_d51901c26227fb29\WMIRegistrationService.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,699,11858
2025-03-24 11:33:49,5788,RtkAudUService64.exe,C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_3cf99e411755df38\RtkAudUService64.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,3323,93823
2025-03-24 11:33:49,5812,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),911,60104,608,101692,2828,11386
2025-03-24 11:33:49,5836,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:23:02,960 (services.exe),4,87363,2,8192,2409,154793
2025-03-24 11:33:49,5880,MoUsoCoreWorker.exe,C:\Windows\System32\MoUsoCoreWorker.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:23:02,1084 (svchost.exe),5276,8589483,1647,3368302,16298,431541
2025-03-24 11:33:49,5896,OfficeClickToRun.exe,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),3255,8759537,26,667997,37753,1370951
2025-03-24 11:33:49,5908,UserOOBEBroker.exe,C:\Windows\System32\oobe\UserOOBEBroker.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:23:02,1084 (svchost.exe),0,0,0,0,134,540
2025-03-24 11:33:49,6080,LMS.exe,C:\Windows\System32\DriverStore\FileRepository\lms.inf_amd64_fddb643595e0b8d0\LMS.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),3,54,106,8301,105,319
2025-03-24 11:33:49,6112,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2025-03-24 09:21:33,960 (services.exe),0,0,0,0,478,39006
2025-03-24 11:33:49,6136,RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,DESKTOP-AOEVUGH\arman,2025-03-24 10:30:49,1084 (svchost.exe),24,130475,2,248,3361,32838
2025-03-24 11:33:49,6320,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2025-03-24 09:21:33,960 (services.exe),4,464,4,640,401,19236
2025-03-24 11:33:49,6532,Code.exe,C:\Users\arman\AppData\Local\Programs\Microsoft VS Code\Code.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:44:23,15596 (Code.exe),1493,2184945,3382,1317948,3963,106785
2025-03-24 11:33:49,6736,Code.exe,C:\Users\arman\AppData\Local\Programs\Microsoft VS Code\Code.exe,DESKTOP-AOEVUGH\arman,2025-03-24 11:00:17,4480 (Code.exe),5444,97595879,1391,388554,1971,31858
2025-03-24 11:33:49,6892,Code.exe,C:\Users\arman\AppData\Local\Programs\Microsoft VS Code\Code.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:44:22,15596 (Code.exe),50,8168,16,192,680,9248
2025-03-24 11:33:49,6952,Code.exe,C:\Users\arman\AppData\Local\Programs\Microsoft VS Code\Code.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:44:24,15596 (Code.exe),659,1748698,3256,13600914,2735,72882
2025-03-24 11:33:49,7004,msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,DESKTOP-AOEVUGH\arman,2025-03-24 10:40:13,17100 (msedge.exe),35,6306,20,240,181,1192
2025-03-24 11:33:49,7040,Code.exe,C:\Users\arman\AppData\Local\Programs\Microsoft VS Code\Code.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:44:23,15596 (Code.exe),584800,784748944,595572,1594795664,230,15060
2025-03-24 11:33:49,7140,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,DESKTOP-AOEVUGH\arman,2025-03-24 09:22:35,16688 (chrome.exe),76200,21088168,78020,8861136,167,14340
